# File created by converting ColoF.sum to a CSV file, using msm-sum-to-csv.py
#----------------------------------------------------------
# # ********************************************************************************
# #
# # *.sum       Mixed Station Summary Information
# #
# #  Filename:  ColoF.sum
# #
# #  **** = 95% Confidence Interval Not Met
# #
# # ********************************************************************************
# # File History:
# # ********************************************************************************
# #
# # *.xbf       Filled Base Flow at Stream Gages - Mixed Station Model
# #
# #  Mixed Station Model Version:  PC (89/07/18) (Modified 6/8/99)
# #  Run Date and Time:  9/13/99 16:21:15
# #  Filename:  ColoF-1.xbf
# #  Regression:  Simple Linear Regression (Log Transform)
# #  Method:  SEP Dependent
# #  Independent Stations:  All
# #  First Year of Extended Record:  1909
# #  Min. No. of Concurrent Values Required:  5
# #  Confidence Interval:  95%
# #
# # ********************************************************************************
# #
# # 
# # ********************************************************************************
# # *.xbg       Base Flow at Stream Gages                        
# #
# #  UPPER COLORADO RIVER BASIN                                                     
# #  Historic Diversions made at respective historic diversion location             
# #
# #  Statemod Version:  8.24 (1999/07/19)
# #  Run date and time:    9/ 1/99  8: 5:50
# # 
# # ********************************************************************************
# # ********************************************************************************
# #
# # Individual Gage Mixed Station Summary Information:
# 
#   Basin Key:
#   K - KeyGages
#   C - ColoF
# 
# 
# The original ****, which indicates not passing the T test, is replaced with blanks below
#--------------------------------------------------------------------------------------
#Dependent,IndepStation,Basin,ConcurrentValues,R_Jan,R_Feb,R_Mar,R_Apr,R_May,R_Jun,R_Jul,R_Aug,R_Sep,R_Oct,R_Nov,R_Dec,R
"TSID","TSID-Independent","Basin","N1","R_1","R_2","R_3","R_4","R_5","R_6","R_7","R_8","R_9","R_10","R_11","R_12","R"
09085200,09075700,C,205,0.65,0.56,0.56,,0.82,0.74,0.89,0.92,0.84,0.62,0.64,0.65,0.82
09085200,09078600,C,132,0.79,0.61,0.84,0.81,0.88,0.93,0.95,0.82,0.76,0.77,0.76,0.85,0.96
09085200,09080400,C,211,0.59,,0.86,0.80,0.80,0.91,0.94,0.86,0.75,0.73,0.65,0.71,0.95
09085200,09081600,C,211,0.72,0.80,0.93,0.83,0.78,0.92,0.90,0.89,0.71,0.82,0.82,0.88,0.96
09085200,09082800,C,127,0.65,0.82,0.91,0.89,,0.95,0.83,0.77,0.73,0.73,0.84,0.76,0.86
09085200,09085000,C,211,0.68,0.71,0.85,0.74,0.76,0.92,0.91,0.91,0.76,0.62,0.82,0.83,0.94
09085200,09085000,K,211,0.52,0.49,0.68,0.62,0.70,0.90,0.89,0.91,0.78,0.77,0.65,0.62,0.93
09085200,09089500,C,206,0.62,0.77,0.87,0.82,,0.91,0.78,0.84,0.70,0.67,0.73,0.72,0.84
09085200,09092500,C,163,0.70,,,0.87,0.70,0.93,0.93,0.91,0.56,0.81,0.69,0.77,0.97
09085200,09096500,C,94,0.74,,0.78,,0.63,0.83,,,,0.89,,0.93,0.84
09085200,09112500,K,211,0.62,0.61,0.81,0.70,0.65,0.93,0.89,0.91,0.77,0.72,0.81,0.79,0.95
09085200,09147500,K,211,0.51,0.67,0.53,,,0.92,0.93,0.79,0.61,0.77,0.84,0.63,0.89
09085200,09166500,K,211,0.87,0.84,0.81,0.48,,0.90,0.85,0.84,0.47,0.81,0.86,0.88,0.88
09085200,09239500,K,211,0.79,0.71,0.92,0.56,0.67,0.87,0.88,0.83,0.83,0.85,0.77,0.87,0.91
09085200,09340500,K,211,0.51,0.62,0.83,0.78,0.71,0.96,0.93,0.92,0.88,0.74,0.60,0.65,0.94
09085200,09342500,K,211,0.84,0.73,0.81,0.50,,0.83,0.69,,,0.71,0.83,0.91,0.86
09085200,09361500,K,211,0.88,0.75,0.77,0.52,,0.87,0.85,0.69,,0.80,0.79,0.88,0.93
09085200,09365500,K,211,0.88,0.77,0.83,0.55,,0.77,0.75,,,0.67,0.75,0.85,0.85
09085200,504600,C,150,,,-.82,,,0.48,0.69,0.74,0.69,,0.77,0.72,0.90
09087500,09010500,C,72,0.88,0.85,,,0.85,,0.92,0.90,,,,,0.94
09087500,09011000,C,72,,,,,,,0.95,0.91,,,,0.88,0.95
09087500,09024000,C,102,0.91,,,,0.85,,0.89,0.91,0.77,,,,0.92
09087500,09025000,C,72,,0.93,,,0.83,,0.95,0.97,0.93,,,,0.92
09087500,09032000,C,72,0.88,0.97,,,0.87,,0.92,0.94,0.92,,,,0.94
09087500,09032500,C,72,0.92,0.83,,,,,0.90,0.92,0.82,,,,0.96
09087500,09036000,C,72,,,,,0.94,,0.92,0.97,0.94,,,,0.93
09087500,09037500,C,102,0.71,,,0.68,0.72,,0.84,0.81,0.84,0.79,,0.75,0.93
09087500,09037500,K,102,0.72,,,0.67,,,0.87,0.86,0.91,0.76,,0.76,0.92
09087500,09047000,C,102,,,0.71,,,,0.80,0.89,0.82,0.86,0.80,,0.91
09087500,09047500,C,72,,,,,0.94,,0.90,0.95,0.88,,0.90,,0.89
09087500,09068000,C,72,,,0.90,,,,0.96,0.93,0.84,,,,0.92
09087500,09070000,C,72,,,,,,,0.96,0.98,0.89,,,,0.95
09087500,09072500,C,102,,0.73,,,,0.68,0.92,0.89,0.88,,,0.77,0.96
09087500,09074000,C,24,,,,,,,,,,,,,0.96
09087500,09081600,C,60,,,,,0.90,0.98,0.99,0.94,,,,,0.95
09087500,09085000,C,102,0.74,0.76,,0.84,,0.79,0.95,0.88,0.88,0.84,,,0.95
09087500,09085000,K,102,0.72,0.75,,0.85,,0.80,0.95,0.86,0.84,0.82,,,0.94
09087500,09089500,C,58,,,,0.88,,0.95,0.97,0.93,,0.93,,,0.82
09087500,09092500,C,72,,,,,0.91,0.87,0.99,0.94,,0.95,,,0.96
09087500,09095500,C,72,,,,0.90,,0.83,0.98,0.96,,0.83,,0.89,0.95
09087500,09095500,K,72,,,,0.98,,0.88,0.99,0.98,0.90,0.85,,0.87,0.95
09087500,09096500,C,95,,,,,0.74,0.89,0.96,0.80,0.90,,,,0.91
09087500,09097500,C,89,0.82,0.82,0.73,0.75,,0.86,0.86,,,0.95,,,0.71
09087500,09105000,C,69,,,,,,0.97,0.94,,,,,,0.84
09087500,09112500,K,78,,,,,,0.82,0.95,0.94,0.80,,,0.86,0.95
09087500,09152500,C,102,,,,0.85,,0.84,0.94,0.80,,,,,0.81
09087500,09166500,K,102,,,,0.86,,0.74,0.88,0.81,0.67,0.78,,0.85,0.88
09087500,09172500,K,72,,,0.95,,,,0.89,0.88,0.83,0.90,,,0.93
09087500,09251000,K,102,,,,0.73,,0.84,0.97,0.88,0.77,,,0.73,0.83
09087500,09260000,K,101,,,,0.90,,0.84,0.94,,,0.78,,,0.61
09087500,09340500,K,102,,,0.74,,0.69,0.92,0.96,0.80,0.73,,,,0.92
09087500,09361500,K,102,,,,0.84,0.71,0.85,0.90,0.86,0.75,,,,0.93
09087500,09379500,K,72,,,,,,,0.86,0.90,,0.92,,,0.68
09087500,954001,C,102,0.76,,,-.80,,,,-.82,-.96,0.85,,0.79,0.71
09088000,09034500,C,60,,,,0.87,,0.93,0.82,,,,,,0.76
09088000,09034500,K,61,,,,0.90,0.92,0.92,0.89,0.97,,,0.95,,0.86
09088000,09037500,C,61,,,,0.91,,,0.81,,,,0.90,,0.72
09088000,09037500,K,61,,,,0.90,,0.85,0.92,0.92,,,0.89,,0.79
09088000,09041200,C,61,,,,,,0.97,0.97,,,,,,0.59
09088000,09085000,C,61,,,,0.95,,0.92,0.93,,,,,,0.74
09088000,09085000,K,61,,,,0.96,,0.92,0.93,,,,0.88,,0.76
09088000,09087500,C,50,,,,0.96,,0.97,0.98,0.92,,,,,0.79
09088000,09089500,C,61,,,,0.82,0.88,0.99,0.90,0.97,,,0.98,,0.95
09088000,09092500,C,61,,,0.91,0.91,,0.89,0.91,1.00,,,,,0.82
09088000,09095500,K,61,,,,0.99,0.83,0.88,0.96,,,,0.96,,0.83
09088000,09097500,C,54,,,,0.82,0.94,0.95,,,,,,,0.88
09088000,09105000,C,57,,,,,,0.94,0.97,,,,0.89,,0.87
09088000,09152500,C,61,,,,0.88,0.93,0.92,0.91,,,,,,0.87
09088000,09166500,K,61,,,,,,0.81,0.84,,,,0.97,,0.88
09088000,09239500,K,61,,,,0.98,0.84,0.96,0.97,0.94,,,,,0.94
09088000,09251000,K,61,,,,0.96,0.92,0.94,0.97,0.92,,,,,0.95
09088000,09340500,K,61,,,,0.89,,0.91,0.97,0.89,,,,,0.85
09088000,09361500,K,61,,,,,,0.85,,,,,0.95,,0.86
09088000,09365500,K,61,,,,,,0.86,0.86,,,,0.96,,0.89
09088000,954001,C,61,,,,-.96,,-.93,,,,,,,0.37
09089500,09032500,C,58,,,0.93,,,,0.93,,,,,,0.83
09089500,09047000,C,65,,,,,,0.91,0.92,0.91,,,,,0.69
09089500,09058000,C,403,0.45,,0.71,0.70,0.63,0.80,0.82,0.80,0.63,0.61,0.76,0.61,0.83
09089500,09069500,C,84,0.88,,0.85,0.82,,,0.76,,0.91,0.91,0.89,0.83,0.59
09089500,09072500,C,130,0.63,,,0.82,,0.83,0.92,0.76,0.74,0.66,0.74,0.85,0.83
09089500,09084000,C,120,0.73,,,0.80,0.85,0.96,0.95,0.88,0.76,0.77,0.73,0.70,0.93
09089500,09085000,C,485,0.67,0.62,0.80,0.88,0.71,0.89,0.91,0.89,0.84,0.78,0.88,0.86,0.78
09089500,09085000,K,485,0.68,0.56,0.67,0.86,0.76,0.85,0.91,0.89,0.87,0.89,0.86,0.79,0.81
09089500,09087500,C,58,,,,0.88,,0.95,0.97,0.93,,0.93,,,0.82
09089500,09096500,C,205,0.54,,0.67,,0.42,0.81,,,,,0.49,,0.76
09089500,09097500,C,283,0.84,0.77,0.72,0.83,0.97,0.97,0.76,0.55,0.65,0.86,0.87,0.83,0.89
09089500,09104500,C,58,,0.90,,,,,,,,,,0.99,0.62
09089500,09112500,K,485,0.53,0.45,0.70,0.75,0.74,0.90,0.90,0.86,0.80,0.72,0.74,0.75,0.84
09089500,09152500,C,485,0.65,0.59,0.55,0.72,0.86,0.84,0.78,0.83,0.78,0.93,0.72,0.67,0.77
09089500,09163500,C,485,0.69,0.64,0.66,0.80,0.86,0.89,0.88,0.90,0.83,0.89,0.87,0.77,0.88
09089500,09166500,K,485,0.59,0.52,0.70,0.66,0.86,0.86,0.81,0.78,0.69,0.71,0.77,0.70,0.88
09089500,09239500,K,485,0.45,0.36,0.68,0.65,0.69,0.78,0.86,0.79,0.75,0.72,0.77,0.54,0.93
09089500,09251000,K,485,0.73,0.52,0.74,0.71,0.85,0.79,0.90,0.83,0.74,0.77,0.81,0.69,0.95
09089500,09340500,K,485,0.53,0.55,0.66,0.84,0.77,0.87,0.86,0.82,0.75,0.74,0.75,0.65,0.88
09089500,09361500,K,485,0.55,0.45,0.62,0.65,0.78,0.81,0.82,0.76,0.67,0.64,0.66,0.61,0.86
09090700,09010500,C,65,,,,0.96,,0.88,0.96,,,,,,0.65
09090700,09019500,C,25,,,,,,,0.96,,,,,,0.81
09090700,09025000,C,65,,,,0.88,,0.85,0.96,,,,0.81,,0.66
09090700,09034500,C,64,,,,0.97,,0.84,0.94,,,,,,0.80
09090700,09034500,K,65,,,,0.97,0.89,,,,,,,,0.84
09090700,09036000,C,65,,,,0.99,,0.87,0.95,,,,0.87,,0.66
09090700,09037500,C,65,,,0.84,0.97,0.85,0.88,0.92,,,,0.92,,0.73
09090700,09037500,K,65,,,0.83,0.97,0.94,0.86,,,,,0.92,,0.73
09090700,09038500,C,65,,,,0.98,0.87,0.88,0.91,,,,0.96,,0.78
09090700,09050100,C,65,,0.93,,0.97,,0.96,0.91,,,,0.86,,0.68
09090700,09072500,C,65,,,,0.99,,0.88,0.90,,,,,,0.79
09090700,09081600,C,65,,0.89,0.90,0.98,,0.96,0.87,,,,0.93,,0.79
09090700,09082800,C,21,,,,,,,,,,,,,0.95
09090700,09084600,C,65,,,,0.98,0.98,0.99,0.97,,,,0.87,,0.94
09090700,09085000,C,65,,,0.83,0.97,,0.95,0.89,,,,0.96,,0.73
09090700,09085000,K,65,,,0.85,0.97,,0.95,0.90,,,,0.95,,0.76
09090700,09089500,C,65,,0.94,,0.95,0.99,0.99,0.92,0.97,0.93,,0.90,,0.96
09090700,09092500,C,65,,,,0.96,,0.99,0.95,,,,,0.91,0.82
09090700,09092600,C,65,,,,0.96,,0.99,0.95,,,,,0.99,0.78
09090700,09097500,C,63,,0.95,0.85,,0.99,0.98,,,0.90,,,0.98,0.88
09090700,09147500,K,65,,,,,,0.89,0.90,,0.92,,,,0.82
09090700,09152500,C,65,,,,0.91,0.89,0.98,0.83,0.93,,,0.89,,0.87
09090700,09152500,K,65,,,,0.91,0.89,0.98,0.83,0.93,,,0.89,,0.87
09090700,09166500,K,65,,,0.86,0.83,0.82,0.90,,0.91,0.92,,0.86,0.96,0.87
09090700,09239500,K,65,,,,0.96,,0.98,0.94,,,,0.87,,0.92
09090700,09251000,K,65,,,,0.94,,0.95,0.93,,,,0.90,,0.93
09090700,09260000,K,65,,,,0.95,,0.84,,,,,0.93,,0.83
09090700,09340500,K,65,,,,0.98,,0.99,0.92,,,,,0.94,0.86
09090700,09342500,K,65,,0.94,,0.85,,0.85,,,0.97,,,,0.91
09090700,09361500,K,65,,,0.86,0.84,,0.83,,,,,,,0.85
09090700,09365500,K,65,,0.88,0.85,,,,,,,,,,0.85
09090700,09379500,K,65,,,,,,0.83,0.95,,0.94,,,,0.76
09091500,09019500,C,104,,-.81,,,,0.69,0.68,,,,,,0.52
09091500,09021000,C,86,,,,,0.94,0.80,,,,,,,0.62
09091500,09034800,C,72,,,,0.92,0.83,0.91,0.86,,,,,,0.44
09091500,09035500,C,60,,,,0.88,,0.90,0.95,0.98,,,,,0.74
09091500,09036000,C,180,,,,0.82,0.67,0.69,0.63,0.54,,,,,0.67
09091500,09037500,K,180,,,,0.76,0.77,0.68,0.78,,,,,,0.73
09091500,09038500,C,72,,,,0.84,0.88,0.82,0.84,,,,,,0.50
09091500,09039000,C,96,,,,0.86,0.95,0.88,0.82,,,,,,0.69
09091500,09041200,C,96,,,,0.82,0.94,0.75,,0.78,,,,,0.52
09091500,09047000,C,139,,,,0.72,,0.68,,,,,,,0.74
09091500,09047500,C,108,,,,0.88,,,,,,,,,0.54
09091500,09050700,C,57,,,,0.99,0.98,,0.91,,,,,,0.53
09091500,09068000,C,96,0.83,,0.82,0.73,0.89,0.83,0.76,,,,,,0.69
09091500,09085000,C,180,,,,0.76,0.70,0.77,0.63,,,,,,0.68
09091500,09085000,K,180,,,,0.76,0.73,0.79,0.65,,,,,0.56,0.71
09091500,09087500,C,48,,,,,,,,,,,,,0.82
09091500,09092600,C,96,,,,0.78,,0.79,0.84,0.75,,,,,0.69
09091500,09095500,K,180,,,,0.72,0.87,0.84,0.72,,,,,0.55,0.73
09091500,09104500,C,84,,,,,0.92,0.84,,0.79,,,,,0.78
09091500,09105000,C,171,,,,0.57,0.81,0.91,0.63,0.70,,0.52,0.70,,0.65
09091500,09112500,K,180,,,0.54,0.81,0.58,0.80,0.64,0.58,,,,,0.68
09091500,09147500,K,180,,,0.63,,0.70,0.79,0.75,,,,,,0.68
09091500,09152500,C,180,,,0.61,0.64,0.72,0.87,0.70,,,,,,0.67
09091500,09166500,K,180,,,0.56,0.55,0.61,0.78,0.61,,,,,,0.62
09091500,09172500,K,114,0.74,,0.94,,,0.79,0.78,,,,,,0.64
09091500,09340500,K,180,,,,0.79,0.80,0.80,0.66,,,,0.56,0.58,0.72
09091500,09361500,K,180,,,0.53,0.61,0.60,0.85,0.75,,,,,,0.69
09091500,504600,C,138,,,,,-.73,,,,,,0.67,0.65,0.60
09091500,954001,C,180,0.61,,,-.52,0.70,-.64,,,,,,,0.48
09092500,09011000,C,360,0.50,,,0.66,0.47,0.66,0.92,0.71,0.69,0.68,0.45,0.49,0.93
09092500,09024000,C,360,0.52,,0.43,0.70,0.49,0.66,0.91,0.69,0.71,0.63,0.46,0.44,0.90
09092500,09025000,C,360,0.56,,0.65,0.59,0.38,0.56,0.88,0.70,0.68,0.63,0.48,0.38,0.88
09092500,09037500,K,360,0.37,,0.36,0.51,0.61,0.70,0.83,0.57,0.54,0.53,0.39,0.39,0.88
09092500,09058000,C,240,0.56,,,0.56,0.62,0.77,0.92,0.70,0.64,0.62,0.68,0.64,0.93
09092500,09063000,C,360,,,,0.57,0.54,0.80,0.91,0.82,0.81,0.73,0.64,0.50,0.96
09092500,09071300,C,67,,,,,,0.99,0.94,0.93,,0.87,,,0.87
09092500,09072500,C,168,0.56,0.68,,0.70,,0.83,0.95,0.87,0.84,0.79,,0.68,0.95
09092500,09073400,C,216,0.57,0.63,0.59,0.82,0.49,0.87,0.95,0.86,0.75,0.76,0.75,0.69,0.94
09092500,09074000,C,205,,,0.59,0.68,,0.78,0.80,,0.59,0.53,0.60,,0.94
09092500,09074800,C,157,0.59,,0.73,0.57,0.57,0.90,0.97,0.92,0.80,0.60,0.62,,0.88
09092500,09075700,C,157,,,0.73,0.77,,0.74,0.98,0.89,0.73,0.57,0.60,,0.80
09092500,09078600,C,84,,,,,0.80,0.95,0.97,0.76,0.92,,0.94,,0.94
09092500,09084000,C,156,0.69,,,,,0.90,0.88,0.58,0.66,0.62,,0.72,0.91
09092500,09085000,C,360,0.48,,,0.68,0.79,0.87,0.96,0.86,0.72,0.56,0.77,0.68,0.94
09092500,09085000,K,360,,,,0.57,0.82,0.84,0.95,0.84,0.74,0.70,0.47,,0.93
09092500,09085200,C,163,0.70,,,0.87,0.70,0.93,0.93,0.91,0.56,0.81,0.69,0.77,0.97
09092500,09087500,C,72,,,,,0.91,0.87,0.99,0.94,,0.95,,,0.96
09092500,09089500,C,317,,,0.50,0.80,0.77,0.95,0.90,0.73,0.63,0.60,0.64,0.62,0.85
09092500,09096500,C,246,0.58,,0.67,0.41,0.67,0.82,,,0.88,0.53,,0.72,0.84
09092500,09097500,C,320,,,,0.59,0.68,0.93,0.81,,0.52,0.61,0.53,0.64,0.68
09092500,09100500,C,60,,,,,,0.96,,,0.90,,,,0.86
09092500,09104500,C,96,,,,,0.91,0.89,0.83,,0.86,0.81,,,0.85
09092500,09105000,C,344,,0.45,0.45,0.54,0.80,0.92,0.87,0.44,0.53,0.58,,0.74,0.81
09092500,09112500,K,360,0.44,,0.44,0.69,0.77,0.93,0.97,0.82,0.76,0.73,0.59,0.71,0.96
09092500,09163500,C,360,,,,0.57,0.69,0.86,0.94,0.86,0.68,0.64,0.49,0.45,0.93
09092500,09172500,K,360,,,0.39,0.47,0.71,0.85,0.91,0.87,0.76,0.81,0.69,0.61,0.94
09092500,09239500,K,360,0.55,,0.39,0.52,0.69,0.83,0.88,0.75,0.78,0.77,0.53,0.60,0.90
09092500,09251000,K,360,0.44,,,0.50,0.68,0.85,0.93,0.80,0.85,0.75,0.57,0.50,0.86
09092500,09340500,K,360,,,,0.80,0.79,0.88,0.90,0.79,0.75,0.67,0.59,0.40,0.92
09092500,09365500,K,360,0.36,,0.45,0.50,0.69,0.80,0.83,0.67,0.59,0.65,0.45,0.45,0.85
09092500,504600,C,296,,,-.43,,,,0.74,0.58,0.67,,,0.51,0.90
09092600,09019500,C,25,,,,,,,0.99,,,,,,0.88
09092600,09034500,C,107,,,,0.80,0.91,0.71,0.81,,,,,,0.91
09092600,09034500,K,108,,0.70,0.69,0.86,0.73,0.79,0.80,0.78,,,,,0.88
09092600,09036000,C,108,,,0.78,0.88,0.82,0.71,0.85,0.72,0.75,,,,0.93
09092600,09037500,C,108,,,0.72,0.88,0.92,0.82,0.92,,0.70,,,,0.95
09092600,09038500,C,84,,,,0.95,0.82,,0.95,,,,,,0.93
09092600,09047000,C,55,0.97,,,,,,,,,,,,0.93
09092600,09050100,C,96,,0.73,0.77,0.72,0.96,0.73,0.75,,0.81,,,,0.94
09092600,09050700,C,69,,,,0.95,,,,,,,,,0.88
09092600,09072500,C,108,,,0.67,0.88,0.87,0.75,0.88,0.68,0.72,,,,0.94
09092600,09080400,C,12,,,,,,,,,,,,,0.99
09092600,09081600,C,108,,,0.79,0.85,0.76,0.84,0.91,0.83,0.89,,,,0.96
09092600,09085000,C,108,,,0.79,0.83,0.93,0.80,0.89,0.81,0.87,,,,0.95
09092600,09085000,K,108,,,0.79,0.83,0.91,0.81,0.89,0.82,0.86,,,,0.96
09092600,09092500,C,108,,,,0.97,0.89,0.97,0.96,0.79,0.87,0.70,0.83,,0.97
09092600,09095500,K,108,,,0.75,0.92,0.79,0.82,0.91,0.79,0.83,,,,0.93
09092600,09097500,C,100,,,0.84,0.76,0.76,0.96,0.91,,,,,0.75,0.63
09092600,09112500,K,108,,,0.79,0.84,0.77,0.87,0.92,0.86,0.92,,,,0.96
09092600,09147500,K,108,,,,,0.90,0.83,0.94,0.68,0.86,,0.91,,0.92
09092600,09152500,C,108,,,,0.80,0.79,0.94,0.91,0.77,0.88,0.74,0.79,0.68,0.85
09092600,09152500,K,108,,,,0.80,0.79,0.94,0.91,0.77,0.88,0.74,0.79,0.68,0.85
09092600,09166500,K,108,,,0.74,0.70,0.76,0.92,0.90,0.80,0.94,0.92,0.71,0.82,0.90
09092600,09172500,K,108,,,0.67,,0.80,0.84,0.90,0.75,0.94,0.79,0.85,0.73,0.94
09092600,09251000,K,108,,,0.76,0.84,0.77,0.84,0.90,0.83,0.85,,,,0.82
09092600,09340500,K,108,,0.72,,0.94,0.90,0.90,0.96,0.89,0.96,,0.70,,0.93
09092600,09361500,K,108,,,0.75,0.72,0.75,0.85,0.87,0.73,0.90,0.75,0.68,,0.93
09092600,09365500,K,108,,,,,,0.82,0.86,,0.77,0.79,,,0.82
09092600,09379500,K,108,,,,,,0.85,0.90,,0.84,0.81,,0.71,0.70
09093500,09019500,C,97,,,,0.95,,0.60,0.60,,,,,,0.48
09093500,09034000,C,72,,,,,,,,,,,,,0.52
09093500,09034250,C,12,,,,,,,,,,,,,0.75
09093500,09034500,K,233,,0.47,0.71,0.68,0.54,0.54,,,0.48,0.59,0.74,0.49,0.64
09093500,09037500,C,209,,,0.76,,,0.56,,,,0.54,,,0.47
09093500,09046600,C,95,,,,,0.73,0.79,0.77,,,,0.77,0.85,0.42
09093500,09047000,C,150,,,,0.71,,,,,,0.82,,,0.36
09093500,09047500,C,131,0.78,0.74,,,,0.75,0.79,,,,,0.64,0.37
09093500,09050100,C,95,,,,,,0.85,0.79,,,0.85,0.72,0.79,0.50
09093500,09060500,C,95,,,,,0.93,0.88,,,,,,-.78,0.76
09093500,09063000,C,221,,,0.54,,,0.71,0.57,,0.52,0.49,0.58,,0.61
09093500,09064000,C,159,,,,,,0.67,0.71,,,,0.58,,0.47
09093500,09070000,C,167,,0.76,,0.80,0.63,0.78,0.69,,,,0.53,,0.54
09093500,09072500,C,150,,,,0.59,0.61,0.65,,0.64,0.61,0.69,,,0.54
09093500,09082800,C,59,,,,,0.99,0.94,0.92,,,,,,0.79
09093500,09085000,C,245,,0.58,0.55,0.77,0.64,0.81,0.77,0.46,0.73,0.78,0.80,,0.51
09093500,09085000,K,245,,,,0.81,0.60,0.73,0.76,0.46,0.76,0.82,,,0.55
09093500,09089500,C,91,,,,,0.94,0.92,0.95,,,,,,0.84
09093500,09092500,C,119,,0.64,,,0.64,0.89,0.84,,,,0.68,,0.66
09093500,09095000,C,149,,0.70,0.80,0.93,0.97,0.96,0.90,0.60,0.81,0.85,,,0.87
09093500,09096500,C,198,,0.66,0.62,,,0.87,,,0.65,0.72,0.59,,0.68
09093500,09097500,C,209,,0.66,0.63,0.91,0.84,0.86,0.55,,,0.74,0.55,0.49,0.81
09093500,09101500,C,60,,,,,0.99,0.93,,,,,,,0.44
09093500,09104500,C,72,,,,,,0.87,0.83,,,,,,0.26
09093500,09112500,K,185,,0.70,0.53,,0.82,0.78,0.74,,0.59,0.53,,,0.64
09093500,09147500,K,245,,0.61,,0.70,0.64,0.81,0.75,0.49,0.75,0.70,,,0.63
09093500,09152500,C,245,,,,0.84,0.82,0.74,0.62,0.55,0.53,,,,0.74
09093500,09166500,K,239,0.52,0.63,0.55,0.89,0.81,0.88,0.77,,0.75,0.60,0.58,0.59,0.74
09093500,09172500,K,167,,0.57,,0.81,0.91,0.92,0.84,0.54,0.73,,,,0.62
09093500,09239500,K,245,,,0.64,0.75,0.62,0.75,0.64,,0.48,0.53,0.56,,0.75
09093500,09251000,K,245,,0.51,0.49,0.87,0.85,0.82,0.78,,0.49,0.61,0.60,0.52,0.79
09093500,09340500,K,245,,0.57,0.68,0.57,0.67,0.76,0.70,,0.57,0.54,0.45,,0.69
09093500,09342500,K,167,,,,0.87,0.86,0.95,0.77,0.66,0.71,,,,0.75
09093500,09361500,K,229,0.53,0.53,0.47,0.90,0.83,0.95,0.79,0.60,0.67,0.52,0.46,0.53,0.70
09093500,09365500,K,245,0.55,0.50,0.54,0.79,0.79,0.90,0.67,,0.70,0.59,0.47,,0.76
09093700,09011000,C,241,0.67,0.69,0.69,0.77,0.85,,0.96,0.88,0.84,0.76,0.74,0.79,0.95
09093700,09058000,C,349,0.65,0.64,0.82,0.92,0.96,,0.98,0.97,0.92,0.93,0.89,0.78,0.98
09093700,09063000,C,362,0.50,,0.64,0.81,0.91,,0.97,0.97,0.79,0.86,0.79,0.68,0.95
09093700,09070500,C,360,0.71,0.85,0.96,0.97,0.98,0.98,0.99,0.98,0.97,0.96,0.91,0.79,1.00
09093700,09085000,C,362,0.85,0.79,0.92,0.95,0.98,,0.98,0.97,0.96,0.92,0.87,0.70,0.96
09093700,09085000,K,362,0.87,0.71,0.83,0.88,0.94,,0.98,0.95,0.91,0.86,0.87,0.58,0.92
09093700,09093500,C,96,,,,0.87,0.92,,0.81,,,,,,0.61
09093700,09095500,C,362,0.92,0.92,0.95,0.99,1.00,1.00,1.00,1.00,0.99,0.99,0.97,0.94,1.00
09093700,09096500,C,113,,,,0.68,0.69,0.80,,,,,,0.68,0.80
09093700,09112500,K,362,0.59,0.63,0.76,0.88,0.90,,0.96,0.91,0.82,0.85,0.80,0.71,0.96
09093700,09251000,K,361,0.72,0.71,0.79,0.81,0.86,0.37,0.95,0.86,0.74,0.86,0.92,0.69,0.83
09093700,09260000,K,360,0.64,0.49,0.56,0.74,0.66,0.88,0.87,0.86,0.69,0.76,0.89,0.72,0.67
09093700,09340500,K,362,0.64,0.80,0.86,0.92,0.89,,0.94,0.90,0.81,0.89,0.88,0.67,0.86
09094200,09021000,C,68,,,,0.82,,0.82,0.89,,,,,,0.74
09094200,09024000,C,72,,,,,,0.86,0.87,,,,,0.88,0.65
09094200,09026500,C,72,,,,,,,0.83,,,0.99,,,0.59
09094200,09034500,K,72,,,0.84,,,,,,,0.90,,,0.83
09094200,09036000,C,72,,,,,,,0.84,,0.97,0.90,,,0.69
09094200,09037500,C,72,0.91,,,,,0.84,0.87,,0.88,0.82,,,0.75
09094200,09039000,C,72,,,,,,,0.89,,,0.89,,,0.76
09094200,09040000,C,72,0.82,0.85,,,,0.83,0.83,,,0.97,0.88,0.89,0.83
09094200,09053500,C,72,,0.86,,,,0.84,,,,0.95,0.87,0.85,0.72
09094200,09057500,C,72,,,,,,0.82,,,,0.90,0.87,,0.71
09094200,09058000,C,72,0.86,,,,,0.85,,,,0.83,,0.97,0.78
09094200,09060700,C,36,,,,,,,,,,,,,0.90
09094200,09063000,C,72,,,,,,0.83,0.82,,,0.87,,,0.78
09094200,09072500,C,48,,,,,,,,,,,,,0.80
09094200,09081600,C,72,0.85,,0.87,,,0.84,,0.90,,0.86,,,0.78
09094200,09082800,C,60,,0.90,,,,,,,0.90,0.91,,0.98,0.86
09094200,09084000,C,72,0.96,0.95,,,,0.88,0.85,0.89,0.90,0.96,0.82,0.95,0.86
09094200,09085000,C,72,0.96,0.84,,,,0.86,,0.82,,0.96,,0.82,0.75
